182 -293 -271 287 0 52 
182 -293 -271 280 -6 43 
182 -293 -271 280 -6 43 
182 -293 -271 255 26 64 
182 -293 -271 281 11 61 
199 -288 -272 264 7 64 
199 -288 -272 287 9 54 
199 -288 -272 258 1 56 
188 -302 -263 283 8 45 
188 -302 -263 274 -4 64 
188 -302 -263 288 -5 48 
181 -299 -267 261 2 59 
181 -299 -267 273 -3 53 
181 -283 -272 270 9 65 
181 -283 -272 257 8 44 
181 -283 -272 256 19 67 
205 -283 -270 260 -8 69 
205 -283 -270 265 19 58 
196 -296 -265 269 13 57 
196 -296 -265 284 -5 63 
196 -296 -265 269 5 72 
185 -302 -272 254 4 59 
185 -302 -272 298 21 60 
185 -302 -272 268 9 50 
185 -295 -270 258 16 61 
185 -295 -270 261 8 60 
190 -281 -275 292 9 49 
190 -281 -275 267 8 54 
190 -281 -275 267 16 68 
202 -279 -272 281 1 64 
202 -279 -272 268 9 58 
187 -296 -269 257 15 60 
187 -296 -269 277 -14 69 
187 -296 -269 272 3 55 
179 -307 -272 293 1 51 
179 -307 -272 263 4 60 
179 -307 -272 269 4 59 
179 -307 -272 267 0 47 
179 -307 -272 263 11 40 
180 -292 -277 277 -6 44 
180 -292 -277 252 -11 27 
180 -292 -277 257 13 40 
179 -295 -275 245 12 13 
179 -295 -275 247 9 2 
193 -296 -275 245 -6 21 
193 -296 -275 270 7 15 
193 -296 -275 258 18 -8 
196 -310 -275 249 13 -16 
196 -310 -275 270 22 0 
184 -313 -270 256 18 -2 
184 -313 -270 264 35 -5 
184 -313 -270 257 7 -19 
183 -315 -269 266 14 -14 
183 -315 -269 249 19 -6 
183 -310 -268 269 21 8 
183 -310 -268 243 27 -5 
183 -310 -268 240 14 -1 
173 -309 -268 249 19 -18 
173 -309 -268 222 21 -14 
165 -292 -268 227 8 10 
165 -292 -268 235 29 -2 
165 -292 -268 245 17 -29 
185 -287 -269 220 17 -15 
185 -287 -269 236 6 -5 
180 -290 -263 231 25 -14 
180 -290 -263 227 14 -21 
180 -290 -263 228 29 -11 
172 -298 -257 213 19 -10 
172 -298 -257 250 -1 -27 
169 -298 -261 304 14 -21 
169 -298 -261 292 20 -37 
169 -298 -261 293 30 -18 
173 -287 -259 291 29 -2 
173 -287 -259 272 22 -11 
172 -290 -262 268 23 -27 
172 -290 -262 260 21 -14 
172 -290 -262 257 7 -23 
168 -279 -266 246 4 -6 
168 -279 -266 267 10 0 
170 -267 -265 305 -3 17 
170 -267 -265 293 14 -4 
170 -267 -265 258 13 2 
178 -266 -268 240 19 17 
178 -266 -268 242 20 8 
178 -266 -268 228 17 -6 
178 -266 -268 224 18 13 
178 -266 -268 224 10 7 
181 -289 -265 209 3 9 
181 -289 -265 199 16 17 
181 -289 -265 207 16 12 
180 -294 -267 214 20 5 
180 -294 -267 191 38 13 
184 -291 -270 179 24 9 
184 -291 -270 201 18 8 
184 -291 -270 198 4 -3 
177 -287 -271 207 8 0 
177 -287 -271 229 27 -11 
176 -280 -266 217 16 -1 
176 -280 -266 235 25 -4 
176 -280 -266 278 20 -21 
170 -276 -279 298 22 -26 
170 -276 -279 297 12 -43 
178 -268 -279 312 12 -26 
178 -268 -279 290 19 -28 
178 -268 -279 266 16 -41 
188 -283 -274 250 3 -17 
188 -283 -274 267 20 -28 
181 -290 -274 305 -7 -50 
181 -290 -274 318 23 -36 
181 -290 -274 269 27 -21 
178 -290 -264 252 33 -3 
178 -290 -264 236 29 -17 
176 -293 -269 249 17 -23 
176 -293 -269 239 16 -25 
176 -293 -269 230 17 -38 
177 -289 -270 222 17 -25 
177 -289 -270 214 26 -7 
177 -283 -275 242 23 -10 
177 -283 -275 233 30 -33 
177 -283 -275 226 25 -39 
173 -283 -281 223 23 -31 
173 -283 -281 221 19 -29 
178 -270 -285 213 9 -29 
178 -270 -285 241 10 -53 
178 -270 -285 231 12 -66 
194 -277 -275 249 28 -65 
194 -277 -275 248 24 -51 
186 -282 -271 238 8 -41 
186 -282 -271 250 11 -50 
186 -282 -271 247 26 -68 
186 -282 -271 258 14 -68 
186 -282 -271 242 24 -73 
176 -286 -272 252 17 -55 
176 -286 -272 237 26 -53 
179 -289 -275 255 13 -52 
179 -289 -275 240 23 -64 
179 -289 -275 239 17 -47 
181 -282 -278 224 24 -50 
181 -282 -278 231 25 -54 
171 -264 -281 249 10 -67 
171 -264 -281 232 30 -69 
171 -264 -281 223 29 -60 
195 -268 -270 230 20 -42 
195 -268 -270 242 20 -51 
191 -278 -278 232 19 -47 
191 -278 -278 253 -10 -58 
191 -278 -278 249 -8 -62 
183 -286 -268 232 -2 -58 
183 -286 -268 227 28 -61 
179 -285 -276 215 34 -50 
179 -285 -276 234 21 -56 
172 -280 -282 234 16 -41 
172 -280 -282 212 28 -49 
172 -280 -282 231 21 -53 
175 -271 -283 252 16 -59 
175 -271 -283 236 11 -76 
183 -258 -281 253 33 -59 
183 -258 -281 224 24 -60 
183 -258 -281 232 30 -43 
190 -285 -274 257 32 -50 
190 -285 -274 249 27 -49 
186 -290 -268 243 14 -45 
186 -290 -268 243 17 -54 
186 -290 -268 232 27 -46 
177 -282 -278 244 17 -56 
177 -282 -278 244 17 -46 
177 -268 -283 224 20 -42 
177 -268 -283 217 20 -48 
177 -268 -283 230 28 -52 
171 -265 -283 225 29 -51 
171 -265 -283 225 20 -42 
194 -269 -281 233 17 -66 
194 -269 -281 243 32 -53 
183 -277 -281 232 13 -55 
183 -277 -281 241 19 -48 
183 -277 -281 230 29 -48 
180 -281 -274 233 20 -47 
180 -281 -274 242 24 -58 
179 -269 -279 228 32 -66 
179 -269 -279 245 30 -63 
179 -269 -279 237 16 -54 
170 -262 -282 227 27 -59 
170 -262 -282 238 19 -57 
188 -264 -284 231 36 -62 
188 -264 -284 245 19 -43 
188 -264 -284 235 11 -44 
189 -277 -276 238 14 -49 
189 -277 -276 245 29 -49 
179 -279 -277 220 31 -51 
179 -279 -277 250 25 -61 
179 -279 -277 239 37 -57 
182 -275 -278 231 24 -54 
182 -275 -278 234 31 -53 
181 -259 -283 231 39 -66 
181 -259 -283 211 35 -56 
188 -279 -288 238 11 -44 
188 -279 -288 252 18 -70 
188 -279 -288 233 29 -64 
188 -277 -274 223 43 -49 
188 -277 -274 211 39 -42 
184 -273 -285 227 29 -59 
184 -273 -285 242 33 -70 
184 -273 -285 237 33 -52 
180 -269 -282 245 29 -50 
180 -269 -282 218 22 -52 
195 -274 -277 230 37 -65 
195 -274 -277 230 24 -42 
195 -274 -277 249 11 -49 
186 -287 -271 225 27 -67 
186 -287 -271 215 16 -59 
178 -279 -280 245 28 -61 
178 -279 -280 232 35 -48 
178 -279 -280 209 32 -51 
181 -267 -283 250 31 -62 
181 -267 -283 222 48 -57 
198 -278 -281 236 38 -62 
198 -278 -281 229 25 -58 
185 -287 -275 241 18 -65 
185 -287 -275 222 14 -71 
185 -287 -275 225 19 -64 
181 -275 -281 243 20 -58 
181 -275 -281 228 35 -59 
183 -254 -286 247 18 -50 
183 -254 -286 220 22 -46 
183 -254 -286 233 14 -53 
198 -279 -278 244 33 -50 
198 -279 -278 215 28 -63 
189 -283 -272 225 17 -43 
189 -283 -272 222 24 -35 
189 -283 -272 245 22 -45 
181 -278 -287 242 -1 -62 
181 -278 -287 245 41 -55 
197 -271 -281 239 42 -46 
197 -271 -281 209 43 -41 
197 -271 -281 249 38 -54 
197 -271 -281 231 17 -57 
197 -271 -281 234 24 -45 
186 -281 -280 249 10 -23 
186 -281 -280 258 25 -12 
178 -263 -287 257 29 -16 
178 -263 -287 247 39 -14 
178 -263 -287 255 33 -8 
194 -283 -281 245 28 1 
194 -283 -281 247 34 -21 
187 -285 -272 251 34 -8 
187 -285 -272 253 30 -15 
187 -285 -272 269 37 -4 
185 -279 -282 253 27 -6 
185 -279 -282 254 20 -3 
201 -280 -277 249 23 6 
201 -280 -277 270 28 -9 
201 -280 -277 251 41 -30 
188 -284 -278 255 17 3 
188 -284 -278 235 37 -13 
185 -278 -272 242 25 -9 
185 -278 -272 246 29 -14 
185 -278 -272 239 34 -22 
193 -258 -281 236 17 -1 
193 -258 -281 232 19 4 
193 -258 -281 251 15 5 
187 -282 -277 240 25 -5 
187 -282 -277 256 25 -8 
186 -283 -277 242 37 -13 
186 -283 -277 259 15 -11 
186 -283 -277 261 32 -4 
184 -281 -283 254 38 -14 
184 -281 -283 232 22 -14 
202 -271 -277 247 39 3 
202 -271 -277 246 24 -19 
