204,115,-99,262,2,65,2880
199,117,-97,250,7,60,2880
199,117,-97,257,-1,57,2880
207,118,-96,260,-6,60,2880
207,118,-96,255,-4,64,2880
207,118,-96,256,6,58,2888
193,123,-95,262,2,58,2884
193,123,-95,263,2,56,2880
201,121,-95,253,4,59,2888
201,121,-95,258,2,71,2880
197,116,-98,262,2,62,2888
197,116,-98,261,5,66,2884
197,116,-98,260,5,61,2888
197,115,-92,262,3,56,2880
197,115,-92,255,2,55,2884
204,119,-93,256,-6,55,2884
204,119,-93,267,10,59,2880
203,122,-93,261,0,61,2884
203,122,-93,259,0,64,2880
203,122,-93,258,-3,67,2888
208,119,-91,259,5,67,2880
208,119,-91,256,2,55,2892
201,120,-96,261,2,65,2880
201,120,-96,265,-1,61,2880
199,119,-100,260,2,67,2884
199,119,-100,264,-4,63,2880
199,119,-100,251,0,59,2888
204,114,-98,250,-1,62,2880
204,114,-98,259,3,63,2880
203,116,-98,262,6,58,2884
203,116,-98,257,1,62,2880
200,114,-97,262,2,65,2880
200,114,-97,270,1,63,2880
200,114,-97,266,7,62,2884
205,121,-95,259,6,63,2880
205,121,-95,257,6,65,2880
207,115,-97,259,-2,62,2884
207,115,-97,258,-2,70,2880
202,118,-96,266,0,58,2880
202,118,-96,260,-5,68,2888
202,118,-96,262,-3,56,2880
207,119,-95,251,6,61,2880
207,119,-95,258,1,67,2884
201,122,-98,263,5,63,2880
201,122,-98,262,5,62,2884
198,119,-98,254,-2,66,2880
198,119,-98,260,0,61,2880
198,119,-98,262,-1,66,2880
196,116,-94,264,4,55,2888
196,116,-94,253,1,66,2880
200,119,-94,265,-1,57,2880
200,119,-94,264,-4,61,2884
203,121,-98,262,-1,67,2880
203,121,-98,260,2,59,2884
203,121,-98,258,5,59,2880
203,114,-97,266,3,55,2888
203,114,-97,263,-6,60,2880
211,120,-98,259,2,62,2892
211,120,-98,259,5,62,2880
207,117,-97,260,0,63,2880
207,117,-97,258,2,60,2888
207,117,-97,256,2,55,2880
205,116,-98,263,6,67,2880
205,116,-98,254,-5,68,2892
201,120,-100,264,0,60,2880
201,120,-100,254,2,60,2880
198,124,-101,269,5,55,2892
198,124,-101,256,6,57,2880
205,119,-95,260,2,68,2880
205,119,-95,259,-6,58,2884
205,119,-95,269,-3,64,2880
202,116,-95,252,-1,63,2884
202,116,-95,258,-1,71,2888
205,122,-95,258,6,63,2888
205,122,-95,252,3,64,2884
209,115,-101,264,0,66,2888
209,115,-101,262,6,53,2880
209,115,-101,253,5,57,2884
208,113,-96,265,3,66,2888
208,113,-96,259,2,61,2884
205,116,-98,259,2,61,2884
205,116,-98,257,-4,77,2884
194,120,-99,269,-1,66,2888
194,120,-99,259,0,60,2884
194,120,-99,256,7,56,2880
194,120,-94,262,-2,68,2880
194,120,-94,263,3,68,2884
190,120,-100,258,3,59,2880
190,120,-100,264,2,62,2880
193,116,-96,268,3,56,2888
193,116,-96,255,0,61,2880
193,116,-96,261,1,60,2888
201,117,-90,256,-4,59,2884
201,117,-90,254,2,60,2880
200,115,-95,253,2,64,2880
200,115,-95,260,-1,79,2884
205,119,-94,258,5,45,2880
205,119,-94,259,2,65,2880
205,119,-94,266,-1,64,2884
204,118,-92,254,-4,65,2888
204,118,-92,266,-1,65,2888
205,117,-95,265,0,60,2884
205,117,-95,264,1,69,2880
202,118,-99,260,-4,64,2880
202,118,-99,257,1,62,2884
199,118,-99,264,4,68,2880
199,118,-99,263,5,62,2880
199,118,-99,263,4,51,2884
199,120,-96,261,0,59,2880
199,120,-96,260,5,56,2888
199,120,-95,265,1,55,2880
199,120,-95,259,1,49,2892
199,120,-95,260,5,61,2884
208,117,-88,263,5,67,2880
