200,-160,-46,258,4,66,2884
200,-160,-46,258,4,66,2880
205,-163,-46,259,2,67,2884
205,-163,-46,266,2,73,2880
205,-163,-46,261,-4,62,2884
202,-168,-42,262,3,66,2880
202,-168,-42,259,-1,59,2884
205,-161,-44,264,-3,57,2888
205,-161,-44,258,4,64,2880
203,-166,-44,263,-1,68,2888
203,-166,-44,260,0,60,2884
203,-166,-44,259,-3,63,2884
201,-166,-43,259,-6,72,2884
201,-166,-43,264,1,64,2884
197,-162,-48,262,0,69,2884
197,-162,-48,252,5,62,2888
204,-167,-44,265,-11,66,2888
204,-167,-44,261,0,62,2888
204,-167,-44,257,8,55,2888
199,-160,-44,254,3,60,2880
199,-160,-44,258,0,68,2884
193,-163,-43,258,4,58,2884
193,-163,-43,257,4,53,2884
199,-168,-40,269,3,72,2880
199,-168,-40,262,1,65,2884
199,-168,-40,257,0,62,2880
196,-164,-43,267,-1,61,2880
196,-164,-43,259,-9,61,2884
202,-164,-44,258,-4,62,2884
202,-164,-44,256,1,68,2880
196,-166,-44,257,2,63,2884
196,-166,-44,261,5,63,2888
196,-166,-44,265,2,59,2880
200,-164,-41,260,-4,64,2888
200,-164,-41,264,-3,52,2884
196,-162,-41,261,7,59,2880
196,-162,-41,262,3,70,2884
201,-162,-44,262,0,61,2880
201,-162,-44,264,0,59,2880
201,-162,-44,257,-6,71,2884
200,-162,-43,255,-3,62,2888
200,-162,-43,256,4,68,2880
200,-160,-45,258,-1,64,2888
200,-160,-45,264,-4,64,2880
198,-167,-39,269,5,55,2880
198,-167,-39,263,-1,64,2884
198,-167,-39,259,2,65,2888
206,-170,-35,258,4,62,2884
206,-170,-35,266,-10,66,2880
194,-166,-46,260,-2,66,2884
194,-166,-46,250,-13,66,2880
201,-158,-43,254,3,59,2892
201,-158,-43,263,1,60,2892
199,-168,-38,263,0,61,2880
199,-168,-38,261,-5,67,2888
199,-168,-38,259,-1,59,2884
200,-170,-39,261,-1,70,2884
