817 0 1628
258 2 52 7679 23295 13056 0 -2561 0 1629
259 1 57 8703 21247 9984 0 -2561 0 1628
256 1 52 9215 21759 9728 0 -2817 0 1629
263 -1 58 9215 21759 9728 0 -2561 0 1627
260 0 45 7935 24063 8960 0 -2049 0 1628
259 -4 51 7935 24063 8960 0 -2817 0 1628
257 2 52 8447 22527 8960 0 -2561 0 1627
259 -5 51 6911 21503 10240 0 -2049 0 1627
262 0 54 6911 21503 10240 0 -2305 0 1628
263 2 54 8447 22015 9984 0 -3329 0 1627
253 -4 55 8447 23295 12032 0 -3329 0 1629
262 -3 41 8447 23295 12032 0 -1793 0 1629
261 -1 57 9215 20991 11520 0 -2049 0 1628
264 -3 51 8191 22271 12288 0 -2817 0 1628
263 -1 50 8191 22271 12288 0 -2561 0 1630
260 -2 51 7679 24063 8960 0 -2817 0 1628
266 1 55 7679 24063 8960 0 -3073 0 1628
259 -1 52 7679 24063 8960 0 -2305 0 1627
266 2 54 8447 24319 8960 0 -2817 0 1629
260 -2 60 8447 24319 8960 0 -2305 0 1628
262 -4 48 8703 21759 9472 0 -2817 0 1628
267 -3 49 7935 21503 11008 0 -2561 0 1629
258 -11 51 7935 21503 11008 0 -3073 0 1628
258 2 56 8447 23807 9984 0 -2305 0 1629
256 1 53 7935 22271 11776 0 -2817 0 1629
259 -6 54 7935 22271 11776 0 -2049 0 1629
254 -1 52 7423 22015 10752 0 -2561 0 1629
260 -2 53 7423 22015 10752 0 -2561 0 1629
256 -2 48 7423 22015 10752 0 -2817 0 1628
262 0 54 7935 24063 10496 0 -2561 0 1628
266 2 54 7935 24063 10496 0 -3073 0 1628
265 -11 55 9215 21247 9728 0 -2305 0 1629
264 -2 49 8447 22271 9216 0 -2561 0 1628
258 -5 55 8447 22271 9216 0 -3329 0 1627
266 2 52 7167 23807 11008 0 -2817 0 1629
257 0 50 7423 22783 11008 0 -2817 0 1629
258 -2 59 7423 22783 11008 0 -2305 0 1629
259 -2 49 7679 21247 12032 0 -2561 0 1628
263 -2 55 8959 23295 9216 0 -2049 0 1629
253 3 48 8959 23295 9216 0 -1793 0 1629
264 -1 60 8447 23551 9216 0 -3329 0 1629
264 -9 51 8447 23551 9216 0 -2561 0 1628
258 -3 53 8447 22783 11264 0 -3073 0 1628
261 -1 53 7167 22271 10240 0 -3329 0 1628
259 -3 56 7167 22271 10240 0 -2817 0 1628
258 -2 55 6143 22271 10752 0 -2049 0 1629
260 -7 54 7679 20735 9216 0 -2817 0 1628
264 -2 61 7679 20735 9216 0 -2817 0 1627
249 -4 49 8191 22527 11520 0 -2561 0 1628
261 3 61 8447 22015 11776 0 -3329 0 1629
267 -5 59 8447 22015 11776 0 -2817 0 1629
264 4 51 8703 22783 10752 0 -2817 0 1629
263 1 55 6655 23295 9984 0 -2817 0 1629
258 1 51 6655 23295 9984 0 -2561 0 1628
260 -1 52 7679 22527 10496 0 -2817 0 1628
262 3 57 7679 22527 10496 0 -2561 0 1630
261 -3 63 7679 22527 10496 0 -2305 0 1627
258 -4 51 7935 23551 10240 0 -2561 0 1627
261 3 55 7935 23551 10240 0 -2561 0 1630
263 -1 56 8191 23039 11008 0 -2561 0 1628
262 0 55 8959 22783 11264 0 -2561 0 1627
261 0 59 8959 22783 11264 0 -2561 0 1628
261 2 40 7935 22271 11008 0 -2561 0 1628
258 -6 51 8703 20479 11008 0 -2305 0 1628
261 6 50 8703 20479 11008 0 -2817 0 1628
261 -5 63 7423 22271 9216 0 -2561 0 1627
260 -6 58 7679 22527 10752 0 -2561 0 1628
246 -5 56 7679 22527 10752 0 -2561 0 1628
263 -4 58 8703 22527 9472 0 -2305 0 1628
260 -8 53 8703 22527 9472 0 -2305 0 1628
261 -3 53 7423 21503 11008 0 -2817 0 1627
265 -4 54 8447 22271 9472 0 -2817 0 1628
260 -4 51 8447 22271 9472 0 -2817 0 1628
256 -12 66 7935 23039 10752 0 -3073 0 1627
260 -10 60 8447 22271 11008 0 -2817 0 1628
270 -4 56 8447 22271 11008 0 -2817 0 1627
263 -2 51 7935 21503 9984 0 -2561 0 1627
261 -2 61 6911 22015 10752 0 -2561 0 1627
265 -5 60 6911 22015 10752 0 -3073 0 1627
259 2 55 7679 23039 10752 0 -3073 0 1627
263 -13 61 8959 23039 9984 0 -3073 0 1628
259 -1 56 8959 23039 9984 0 -2305 0 1628
257 -6 54 7935 21759 9472 0 -2561 0 1628
260 -5 56 7935 22271 8704 0 -2561 0 1627
260 -5 57 7935 22271 8704 0 -2817 0 1628
260 -5 54 8447 22527 9984 0 -2305 0 1628
264 5 52 8447 22527 9984 0 -2817 0 1628
260 0 57 8959 23039 9984 0 -2561 0 1628
253 -7 57 7679 21503 9728 0 -2561 0 1627
266 2 52 7679 21503 9728 0 -3073 0 1628
270 2 62 6911 24063 12032 0 -2817 0 1629
260 -3 54 8703 21759 10240 0 -3073 0 1629
256 -1 50 8703 21759 10240 0 -2817 0 1628
254 -2 58 8191 22527 9984 0 -2305 0 1629
257 2 42 7423 22271 9984 0 -2561 0 1629
253 1 49 7423 22271 9984 0 -3073 0 1629
266 -4 51 7935 23295 11008 0 -2561 0 1628
265 -2 53 7935 23295 11008 0 -2817 0 1628
259 1 58 7167 23039 9984 0 -3329 0 1628
260 -1 51 8447 24063 9984 0 -2305 0 1628
257 1 52 8447 24063 9984 0 -2561 0 1627
253 0 58 7935 21759 8960 0 -2305 0 1629
259 -1 46 7679 21503 11520 0 -2305 0 1629
266 -3 51 7679 21503 11520 0 -2561 0 1629
255 0 58 7423 23295 10496 0 -2305 0 1628
260 -14 60 7423 23295 10496 0 -2305 0 1628
267 4 55 7423 23295 10496 0 -2561 0 1629
268 0 60 8447 22527 10240 0 -2561 0 1628
262 -3 65 8447 22527 10240 0 -2561 0 1628
259 2 56 7167 23039 9472 0 -2817 0 1628
266 -8 59 7679 23039 9728 0 -2817 0 1627
262 -2 49 7679 23039 9728 0 -2305 0 1628
258 1 55 7423 22271 8960 0 -2817 0 1629
263 -1 59 8191 23295 9472 0 -3073 0 1627
267 -1 60 8191 23295 9472 0 -2561 0 1628
260 1 52 8447 21759 11008 0 -3073 0 1628
257 -5 52 8191 21759 11008 0 -2817 0 1627
261 -8 56 8191 21759 11008 0 -2817 0 1628
