170,-202,-52,257,-104,50,2888
189,-209,-75,279,-53,18,2884
189,-209,-75,378,43,-19,2892
214,-206,-102,279,-63,-50,2880
214,-206,-102,254,-36,-11,2884
199,-225,-110,140,-45,164,2884
199,-225,-110,180,-71,25,2884
199,-235,-133,260,-37,-11,2892
199,-235,-133,287,-36,-28,2884
207,-231,-128,214,-49,52,2888
207,-231,-128,287,-31,-26,2884
203,-224,-138,294,-29,-133,2888
203,-224,-138,284,-62,25,2880
191,-244,-138,246,-79,92,2884
191,-244,-138,266,-62,-9,2884
196,-241,-153,68,46,66,2892
196,-241,-153,299,-33,-38,2884
196,-241,-153,217,-58,15,2884
183,-254,-156,176,-84,-46,2880
183,-254,-156,190,-77,6,2884
174,-269,-152,245,-94,-54,2884
174,-269,-152,148,-96,-18,2884
170,-272,-160,211,-81,-11,2884
170,-272,-160,269,-112,14,2884
185,-260,-156,277,-59,3,2884
185,-260,-156,213,-46,8,2884
197,-257,-158,218,-3,9,2888
197,-257,-158,312,-3,-38,2884
199,-263,-167,222,-44,-52,2884
199,-263,-167,283,-9,10,2884
216,-247,-157,299,14,43,2884
216,-247,-157,302,-12,127,2888
216,-259,-157,220,19,50,2884
208,-259,-157,250,31,40,2884
208,-259,-157,290,-11,35,2880
200,-272,-193,241,-56,85,2888
200,-272,-193,199,-27,-35,2884
194,-296,-215,239,-32,-7,2884
194,-296,-215,294,-45,27,2884
201,-302,-219,265,-55,-12,2888
201,-302,-219,271,-38,19,2880
185,-313,-221,281,-47,26,2884
185,-313,-221,242,-38,30,2880
170,-317,-233,249,-71,74,2884
170,-317,-233,189,-123,36,2888
164,-315,-239,304,-97,121,2884
164,-315,-239,248,-88,92,2888
159,-306,-252,229,-93,61,2884
159,-306,-252,234,-114,85,2892
165,-315,-265,247,-97,83,2884
165,-315,-265,236,-109,99,2896
165,-315,-265,250,-83,69,2880
167,-314,-275,257,-110,56,2892
167,-314,-275,259,-117,58,2884
176,-305,-280,228,-104,76,2892
176,-305,-280,242,-106,86,2884
166,-301,-295,213,-107,34,2884
166,-301,-295,241,-101,51,2884
167,-309,-294,261,-92,91,2892
167,-309,-294,230,-95,62,2884
180,-319,-294,230,-137,40,2884
180,-319,-294,267,-77,97,2880
170,-304,-298,217,-76,60,2884
170,-304,-298,257,-107,107,2884
181,-301,-296,212,-89,72,2880
181,-301,-296,226,-93,84,2884
178,-313,-303,248,-101,98,2884
178,-313,-303,242,-91,97,2880
193,-308,-314,218,-79,65,2884
193,-308,-314,239,-57,57,2888
195,-305,-332,245,-73,90,2880
195,-305,-332,289,-69,89,2888
206,-296,-336,261,-78,31,2884
206,-296,-336,160,-76,-4,2892
206,-296,-336,269,-87,90,2884
220,-286,-338,252,-51,8,2880
220,-286,-338,273,-37,24,2888
238,-265,-348,19,-26,34,2884
238,-265,-348,336,92,233,2880
240,-234,-329,17,-40,143,2884
240,-234,-329,289,0,77,2888
239,-245,-320,267,-2,48,2880
239,-245,-320,255,-8,56,2884
238,-248,-324,257,-6,70,2892
238,-248,-324,247,-8,53,2884
238,-248,-321,260,-11,69,2884
233,-248,-321,262,-8,63,2884
233,-248,-321,257,-7,57,2880
231,-246,-321,258,-10,58,2884
231,-246,-321,261,-1,57,2884
241,-251,-327,258,-6,66,2884
241,-251,-327,264,-2,59,2884
239,-246,-326,259,-11,63,2892
239,-246,-326,264,-7,69,2880
237,-240,-322,261,-12,64,2880
237,-240,-322,260,-14,65,2888
244,-241,-319,261,-9,63,2880
244,-241,-319,258,-7,73,2880
244,-241,-319,252,-5,59,2884
245,-249,-315,262,-16,67,2888
245,-249,-315,250,-7,61,2880
236,-253,-321,264,-14,61,2884
236,-253,-321,266,-14,62,2884
232,-243,-328,257,-10,69,2884
232,-243,-328,260,-6,69,2888
234,-242,-328,264,-12,67,2884
234,-242,-328,263,-9,65,2892
241,-249,-322,260,-5,60,2884
241,-249,-322,267,-7,63,2884
240,-243,-323,256,-13,70,2880
240,-243,-323,267,-12,59,2884
235,-247,-323,252,-4,70,2896
235,-247,-323,259,-6,63,2880
235,-247,-323,256,-6,69,2892
241,-243,-321,253,-6,61,2884
241,-243,-321,269,-8,69,2880
236,-248,-322,268,-5,61,2884
236,-248,-322,262,-8,55,2880
240,-244,-327,260,-12,66,2888
240,-244,-327,268,-10,65,2884
234,-247,-322,258,-3,63,2884
234,-247,-322,255,-11,68,2884
245,-246,-323,259,-8,61,2884
245,-246,-323,264,-8,59,2888
245,-246,-323,262,-2,67,2884
242,-240,-320,259,-6,65,2896
242,-240,-320,261,-17,60,2880
239,-247,-325,263,-14,62,2884
239,-247,-325,258,-10,60,2884
238,-246,-317,262,-1,58,2880
238,-246,-317,256,-3,51,2888
244,-250,-323,264,-14,60,2884
244,-250,-323,260,-6,56,2888
242,-250,-320,260,-7,63,2884
242,-250,-320,263,-11,62,2884
233,-245,-319,263,-8,61,2888
233,-245,-319,259,-2,70,2884
233,-245,-319,233,0,-41,2888
234,-248,-324,255,-20,148,2880
234,-248,-324,241,-14,47,2888
231,-247,-321,268,-9,75,2884
231,-247,-321,266,-4,62,2880
237,-257,-313,251,-7,37,2884
237,-257,-313,265,-10,58,2880
236,-246,-308,271,-8,68,2880
236,-246,-308,247,-14,41,2884
238,-257,-295,349,5,48,2896
238,-257,-295,275,-31,67,2884
235,-260,-281,267,-33,247,2884
235,-260,-281,253,10,55,2884
235,-260,-281,265,-5,66,2884
230,-263,-263,289,-10,-10,2892
230,-263,-263,269,6,-19,2884
232,-268,-234,261,-28,61,2884
232,-268,-234,252,1,87,2880
213,-268,-209,271,-14,120,2884
213,-268,-209,251,19,145,2884
207,-262,-170,275,10,16,2880
207,-262,-170,271,5,63,2884
212,-257,-148,239,2,68,2884
212,-257,-148,261,12,61,2888
203,-248,-123,253,12,56,2884
203,-248,-123,235,7,29,2880
203,-248,-123,229,-5,64,2892
204,-232,-100,275,26,65,2884
204,-232,-100,273,27,-1,2880
211,-212,-80,216,35,153,2884
211,-212,-80,234,-31,122,2884
198,-196,-68,224,7,53,2892
198,-196,-68,291,18,32,2884
205,-184,-52,247,-24,149,2884
205,-184,-52,143,-40,-52,2888
206,-162,-43,225,24,38,2884
206,-162,-43,271,-2,206,2888
206,-162,-43,269,-2,177,2880
207,-158,-37,180,2,72,2888
207,-158,-37,285,-1,110,2892
201,-171,-42,239,-8,39,2884
201,-171,-42,262,19,67,2884
198,-176,-52,286,0,29,2884
198,-176,-52,260,12,32,2880
198,-176,-52,265,-1,68,2888
207,-176,-43,247,0,64,2884
207,-176,-43,258,-4,66,2880
202,-175,-50,264,0,72,2884
202,-175,-50,261,-2,66,2880
204,-173,-49,263,2,58,2884
204,-173,-49,256,-2,60,2888
208,-175,-49,265,-5,71,2884
208,-175,-49,259,0,63,2880
208,-175,-49,264,0,62,2888
201,-172,-47,264,-3,64,2884
201,-172,-47,269,-1,67,2884
202,-175,-51,255,2,67,2888
202,-175,-51,253,1,60,2884
204,-171,-46,260,0,67,2880
204,-171,-46,264,3,72,2892
204,-171,-46,268,1,60,2884
196,-180,-52,261,-1,64,2880
196,-180,-52,257,-7,60,2888
207,-179,-44,263,3,64,2880
207,-179,-44,263,0,69,2880
204,-169,-51,254,-2,61,2888
204,-169,-51,252,-2,65,2880
204,-169,-51,259,3,57,2880
203,-173,-52,260,0,71,2888
203,-173,-52,262,-4,62,2884
202,-170,-53,251,-3,61,2880
202,-170,-53,249,3,62,2888
205,-173,-50,255,5,65,2884
205,-173,-50,261,3,59,2880
205,-173,-50,264,-2,60,2888
200,-177,-48,269,-1,58,2888
200,-177,-48,257,-1,54,2880
199,-172,-45,260,-3,68,2892
199,-172,-45,267,1,62,2884
201,-175,-50,261,0,58,2880
201,-175,-50,264,0,70,2888
201,-175,-50,261,-3,62,2884
200,-176,-52,253,5,64,2880
200,-176,-52,263,-7,72,2880
203,-178,-52,256,-9,62,2884
203,-178,-52,259,1,60,2884
205,-176,-50,260,-2,58,2888
205,-176,-50,265,-4,75,2880
205,-176,-50,265,1,69,2884
207,-172,-47,259,0,64,2892
207,-172,-47,263,-5,60,2880
198,-172,-49,259,3,68,2888
198,-172,-49,259,-6,64,2892
199,-173,-50,263,3,65,2880
199,-173,-50,263,-2,75,2884
199,-173,-50,261,2,61,2880
199,-173,-50,260,-4,58,2880
199,-173,-50,258,-3,64,2884
204,-175,-49,262,-12,62,2896
204,-175,-49,260,5,60,2880
205,-177,-45,264,2,65,2884
205,-177,-45,260,3,67,2884
199,-178,-47,256,2,60,2880
199,-178,-47,265,-3,64,2884
199,-178,-47,262,-1,62,2888
202,-170,-54,258,0,63,2884
202,-170,-54,259,2,63,2880
211,-179,-46,260,-4,61,2892
211,-179,-46,262,0,65,2880
202,-173,-50,258,2,61,2880
202,-173,-50,259,-3,71,2884
202,-173,-50,261,3,67,2888
200,-175,-49,258,1,66,2880
200,-175,-49,261,-7,61,2884
202,-174,-51,261,1,67,2884
202,-174,-51,261,6,70,2880
196,-177,-48,239,-4,52,2888
196,-177,-48,258,-4,58,2884
196,-177,-48,262,0,79,2880
209,-169,-48,257,0,57,2884
209,-169,-48,248,4,67,2884
203,-165,-45,250,-6,58,2884
203,-165,-45,251,2,45,2884
203,-165,-44,280,17,70,2880
203,-165,-44,260,16,80,2884
203,-165,-44,267,14,71,2896
204,-162,-43,253,3,59,2884
204,-162,-43,259,7,72,2884
202,-166,-40,265,3,76,2880
202,-166,-40,256,-9,63,2880
203,-163,-44,255,-9,69,2884
203,-163,-44,257,-1,73,2884
203,-163,-44,276,-12,69,2880
196,-162,-40,251,11,65,2884
196,-162,-40,254,10,76,2884
210,-155,-45,256,19,65,2880
210,-155,-45,268,30,53,2888
221,-144,-50,273,32,51,2884
221,-144,-50,253,37,67,2880
242,-140,-54,261,38,41,2888
242,-140,-54,257,23,40,2884
242,-140,-54,246,40,50,2880
236,-142,-56,244,43,50,2888
236,-142,-56,241,46,49,2884
240,-137,-56,261,50,48,2880
240,-137,-56,252,57,57,2884
243,-116,-52,248,72,66,2884
243,-116,-52,273,85,51,2888
258,-96,-52,244,104,62,2884
258,-96,-52,236,107,60,2888
258,-96,-52,231,114,54,2880
256,-83,-50,233,106,58,2884
256,-83,-50,225,128,64,2884
247,-84,-45,221,124,72,2880
247,-84,-45,224,123,71,2884
251,-76,-49,224,108,54,2880
251,-76,-49,224,128,82,2884
251,-76,-49,208,137,51,2880
258,-67,-48,214,148,32,2888
258,-67,-48,227,158,48,2888
258,-43,-48,216,158,71,2888
258,-43,-48,218,160,76,2888
254,-29,-41,215,165,83,2880
254,-29,-41,204,168,88,2880
262,-25,-43,207,160,60,2888
262,-25,-43,176,139,64,2880
262,-25,-43,195,182,74,2884
256,-14,-43,182,194,91,2892
256,-14,-43,175,186,88,2880
250,-11,-37,158,172,71,2884
250,-11,-37,155,195,90,2888
236,-2,-30,163,190,112,2880
236,-2,-30,153,195,110,2888
236,8,-26,145,191,98,2884
239,8,-26,161,187,106,2884
239,8,-26,148,191,80,2884
250,16,-28,160,197,99,2896
250,16,-28,143,207,91,2880
251,16,-36,157,208,93,2888
251,16,-36,155,200,107,2884
251,16,-36,164,215,77,2880
249,20,-35,154,210,85,2884
249,20,-35,157,214,98,2888
246,23,-26,166,215,105,2880
246,23,-26,165,202,111,2884
234,21,-30,153,204,88,2896
234,21,-30,170,205,96,2880
234,21,-30,172,198,110,2884
244,12,-37,163,181,113,2884
244,12,-37,181,195,93,2880
261,-3,-49,186,194,79,2884
261,-3,-49,193,188,81,2888
261,-14,-51,198,177,75,2880
261,-14,-51,207,171,93,2884
261,-14,-51,198,183,91,2888
264,-33,-36,207,175,68,2880
264,-33,-36,200,156,76,2884
230,-43,-15,179,162,84,2880
230,-43,-15,142,116,156,2884
170,-61,25,144,79,118,2888
170,-61,25,135,92,183,2880
106,-51,40,110,82,191,2880
106,-51,40,171,102,182,2884
106,-51,40,149,110,214,2884
83,-41,48,170,123,198,2880
83,-41,48,152,113,208,2888
63,-41,54,173,122,209,2888
63,-41,54,134,135,200,2880
40,-32,54,122,156,212,2880
40,-32,54,126,135,223,2888
40,-32,54,114,167,243,2884
32,-39,51,116,140,212,2880
32,-39,51,123,148,241,2888
24,-37,50,128,148,235,2884
24,-37,50,108,158,233,2880
34,-36,53,102,154,230,2884
34,-36,53,118,150,225,2888
34,-36,53,124,143,232,2884
46,-39,55,136,137,224,2888
46,-39,55,147,135,205,2884
61,-37,51,138,146,229,2884
61,-37,51,159,119,219,2888
61,-37,51,173,126,218,2888
68,-47,50,157,105,211,2884
68,-47,50,165,105,225,2880
66,-52,52,172,115,221,2888
66,-52,52,169,109,216,2884
66,-57,51,165,95,232,2880
66,-57,51,161,104,215,2888
66,-57,51,160,104,229,2884
52,-65,47,164,104,232,2880
52,-65,47,160,107,237,2888
38,-63,52,157,112,243,2884
38,-63,52,143,92,245,2884
35,-61,51,139,109,240,2880
35,-61,51,126,101,238,2884
35,-61,51,111,90,229,2880
23,-66,53,136,102,246,2888
23,-66,53,127,110,257,2888
21,-73,47,129,84,239,2880
21,-73,47,145,92,239,2880
21,-73,47,138,82,261,2880
18,-89,54,159,60,237,2884
18,-89,54,147,48,241,2880
9,-101,42,153,68,252,2884
9,-101,42,129,61,274,2888
-13,-104,47,132,59,264,2880
-13,-104,47,112,73,286,2884
-13,-104,47,119,72,284,2892
-39,-106,33,99,70,293,2884
-39,-106,33,90,76,281,2884
-58,-99,28,81,75,290,2892
-58,-99,28,80,71,284,2892
-71,-107,28,71,61,293,2880
-71,-107,28,45,45,289,2884
-71,-107,28,62,74,297,2884
-73,-117,23,54,72,294,2880
-73,-117,23,59,51,289,2884
-80,-117,25,58,51,297,2888
-80,-117,25,56,42,294,2884
-80,-117,25,51,27,289,2880
-78,-128,28,47,40,295,2888
-78,-128,28,110,35,371,2884
-90,-137,13,58,21,314,2884
-90,-137,13,56,31,311,2888
-86,-137,8,57,24,309,2884
-86,-137,8,51,26,299,2884
-86,-137,8,50,27,298,2880
-82,-142,8,51,24,306,2888
-82,-142,8,51,38,298,2888
-90,-144,5,64,32,302,2884
-90,-144,5,41,33,312,2880
-90,-144,5,63,28,297,2888
-84,-145,9,49,16,292,2884
-84,-145,9,38,1,299,2880
-98,-138,7,34,37,307,2888
-98,-138,7,59,-18,353,2888
-89,-149,9,28,13,265,2884
-89,-149,9,59,-3,298,2880
-89,-149,9,64,11,315,2888
-82,-165,6,75,-20,296,2888
-82,-165,6,69,7,277,2880
-76,-153,10,50,-13,293,2884
-76,-153,10,59,-13,289,2888
-76,-153,10,70,3,295,2880
-75,-163,11,70,10,292,2880
-75,-163,11,59,4,267,2892
-56,-162,20,106,6,285,2884
-56,-162,20,115,-7,243,2880
-23,-171,21,80,3,253,2888
-23,-171,21,144,-5,281,2880
-23,-171,21,115,2,255,2880
-22,-168,21,114,3,270,2892
-22,-168,21,130,5,265,2884
-11,-163,22,136,4,265,2884
-11,-163,22,150,2,257,2888
4,-170,25,114,1,263,2888
4,-170,25,154,5,281,2884
4,-170,25,149,7,270,2880
16,-165,25,158,4,265,2884
16,-165,25,152,-9,244,2892
28,-169,29,162,6,225,2884
28,-169,29,157,11,216,2884
28,-169,29,185,15,237,2880
63,-177,24,190,3,201,2884
63,-177,24,228,3,182,2884
108,-168,20,251,19,194,2880
108,-168,20,221,-1,178,2884
143,-162,6,245,-2,155,2884
143,-162,6,284,-2,125,2888
143,-162,6,253,-5,155,2888
160,-160,-8,265,0,106,2884
160,-160,-8,243,4,110,2880
175,-166,-21,255,11,114,2888
175,-166,-21,178,-24,111,2880
203,-165,-36,234,-4,72,2892
203,-165,-36,280,14,42,2880
203,-165,-36,246,-2,77,2880
208,-156,-42,254,1,76,2892
208,-156,-42,266,-4,81,2880
206,-161,-35,262,0,64,2880
206,-161,-35,261,-9,94,2888
202,-160,-34,261,7,83,2880
202,-160,-34,273,8,7,2884
202,-160,-34,268,-6,61,2896
198,-165,-40,254,0,69,2880
198,-165,-40,268,6,66,2884
201,-161,-39,261,6,63,2888
201,-161,-39,256,5,60,2880
203,-163,-39,255,3,51,2888
203,-163,-39,255,2,57,2888
203,-163,-39,262,7,71,2880
203,-166,-39,258,-9,66,2884
203,-166,-39,262,0,58,2884
204,-162,-41,265,3,61,2880
204,-162,-41,255,-8,70,2884
213,-166,-40,259,-1,68,2888
213,-166,-40,258,-2,61,2888
213,-166,-40,259,1,61,2888
211,-164,-41,261,-1,65,2888
211,-164,-41,260,-3,61,2880
205,-166,-42,265,-5,61,2880
205,-166,-42,259,-2,62,2892
204,-170,-41,258,4,68,2884
204,-170,-41,249,2,72,2880
204,-170,-41,266,-3,65,2888
207,-171,-41,263,3,62,2884
207,-171,-41,257,-5,68,2880
196,-171,-38,261,-7,69,2888
196,-171,-38,259,3,58,2884
198,-163,-41,254,5,62,2880
198,-163,-41,263,2,71,2892
198,-164,-41,252,6,67,2884
201,-164,-38,266,-9,67,2884
201,-164,-38,270,4,69,2888
203,-164,-35,256,1,66,2880
203,-164,-35,261,-4,62,2888
206,-164,-42,265,5,57,2888
206,-164,-42,253,1,58,2880
206,-167,-38,258,0,65,2884
211,-167,-38,260,0,66,2880
211,-167,-38,265,-5,61,2884
198,-160,-38,267,-11,65,2884
198,-160,-38,257,5,60,2884
210,-171,-43,267,0,67,2880
210,-171,-43,251,4,51,2888
196,-168,-42,256,9,60,2888
196,-168,-42,239,5,65,2880
196,-168,-42,256,-1,66,2884
205,-162,-39,254,3,68,2884
205,-162,-39,261,1,61,2880
200,-165,-40,263,1,71,2884
200,-165,-40,259,0,64,2884
207,-166,-36,258,-6,55,2880
207,-166,-36,262,-5,67,2884
207,-166,-36,258,1,70,2888
199,-168,-42,257,5,57,2884
