
198 -59 -152 247 -42 -2 
198 -59 -152 271 -42 -3 
191 -61 -147 224 -40 -11 
191 -61 -147 262 -40 -7 
204 -66 -154à204 -63 -147 246 -92 -27 
204 -63 -147 246 -92 -27 
204 -63 -147 246 -92 -1 
204 -63 -147 257 -92 -27 
204 -63 -147 244 -78 -24 
201 -66 -69 262 -88 -41 
201 -66 -69 267 -100 -39 
201 -62 -69 258 -83 -35 
201 -62 -69 262 -83 -19 
201 -62 -69 259 -81 -42 
217 -57 -63 247 -90 -27 
217 -57 -63 236 -78 -34 
215 -56 -57 220 -73 -26 
215 -56 -57 241 -83 -8 
215 -56 -57 234 -87 -22 
212 -57 -46 225 -85 -15 
212 -57 -46 218 -87 -20 
212 -50 -49 217 -86 -23 
212 -50 -49 227 -92 -3 
212 -50 -49 223 -89 -13 
208 -51 -47 224 -87 -18 
208 -51 -47 241 -72 -34 
208 -51 -47 236 -88 -37 
218 -51 -48 237 -78 -42 
218 -51 -48 236 -90 -19 
220 -48 -42 251 -95 -7 
220 -48 -42 242 -95 -5 
220 -48 -42 226 -83 -32 
215 -42 -28 214 -73 -37 
215 -42 -28 219 -87 -45 
218 -43 -30 238 -85 -25 
218 -43 -30 238 -80 -34 
218 -43 -30 240 -72 -33 
213 -41 -35 225 -80 -47 
213 -41 -35 238 -80 -31 
228 -39 -40 228 -79 -24 
228 -39 -40 229 -95 -11 
228 -39 -40 239 -89 -45 
214 -32 -29 239 -69 -48 
214 -32 -29 240 -77 -51 
207 -34 -23 235 -92 -51 
207 -34 -23 227 -66 -41 
207 -34 -23 221 -85 -43 
203 -39 -20 235 -79 -37 
203 -39 -20 227 -62 -41 
201 -39 -29 228 -58 -48 
201 -39 -29 240 -65 -38 
201 -39 -29 233 -68 -45 
208 -41 -15 216 -68 -35 
208 -41 -15 231 -66 -48 
208 -41 -15 227 -71 -48 
206 -37 -4 228 -38 -52 
206 -37 -4 247 -50 -47 
210 -66 -2 235 -43 -50 
210 -66 -2 231 -44 -51 
210 -66 -2 244 -35 -58 
209 -100 -15 228 -47 -56 
209 -100 -15 247 -33 -76 
211 -116 -16 239 -35 -77 
211 -116 -16 232 -34 -64 
211 -116 -16 246 -27 -78 
205 -139 -6 236 -35 -57 
205 -139 -6 241 -45 -72 
198 -162 -11 248 -30 -70 
198 -162 -11 247 -36 -63 
198 -162 -11 231 -30 -60 
196 -175 -15 244 -36 -64 
196 -175 -15 237 -33 -61 
210 -183 -19 253 -44 -63 
210 -183 -19 244 -26 -59 
210 -183 -19 241 -41 -49 
203 -190 -6 229 -34 -56 
203 -190 -6 239 -30 -62 
191 -195 -13 232 -28 -60 
191 -195 -13 237 -33 -67 
191 -195 -13 229 -28 -54 
191 -195 -13 246 -13 -35 
191 -195 -13 233 -11 -34 
207 -193 -11 220 -8 -41 
207 -193 -11 248 -32 -41 
205 -195 -4 250 -24 -36 
205 -195 -4 230 -30 -25 
205 -195 -4 246 -33 -43 
193 -193 -5 238 -51 -52 
193 -193 -5 242 -49 -50 
208 -186 -10 249 -47 -35 
208 -186 -10 238 -30 -32 
208 -186 -10 243 -41 -50 
199 -190 2 244 -58 -28 
199 -190 2 220 -39 -28 
199 -190 2 244 -59 -12 
200 -195 7 229 -26 -32 
200 -195 7 221 -25 -40 
202 -194 -3 245 -55 -26 
202 -194 -3 234 -53 -33 
202 -194 -3 245 -58 -34 
205 -186 -4 239 -50 -25 
205 -186 -4 234 -30 -24 
199 -191 3 214 -22 -60 
199 -191 3 240 -43 -33 
199 -191 3 238 -54 -7 
195 -191 3 225 -57 -30 
195 -191 3 245 -47 -53 
195 -191 3 229 -57 -32 
213 -181 -10 258 -57 -32 
213 -181 -10 236 -43 -32 
